return_id,order_items_id,order_id,customer_id,return_date,return_reason,return_status,refund_amount,approved_by,notes
815,451,347,31,2024-08-14,Damaged product,Pending,4835.25,Valerie Reese,Audience sell let listen.
816,799,372,88,2026-08-12,Damaged product,Pending,4611.94,Janet Mendez,Ability positive office drop nearly box treatment market.
817,68,114,27,2024-08-18,Wrong item,Pending,4424.88,Erica Adams,Ahead worry item local.
818,386,500,12,2026-07-14,Wrong item,Approved,4014.9,Amy Campos,Street join move against expert peace.
819,862,440,34,2026-06-07,Wrong item,Pending,3547.99,Michael Dawson,Message almost lot by fish star two.
820,580,418,93,2025-03-04,Defective product,Pending,621.74,Jonathan Hardin,Whatever word bring value cost establish financial skin.
821,1377,103,81,2024-11-07,Wrong item,Pending,4143.28,Christy Barnes,Able sort another billion teach low.
822,331,65,61,2026-02-21,Wrong item,Rejected,956.83,Michelle Davis,Wind near able position rather actually six above.
823,489,218,14,2026-04-27,Defective product,Approved,3151.42,Joy Parks,Occur every sense toward major general especially.
824,1389,127,36,2025-11-25,Customer changed mind,Rejected,2180.07,Nicole Jackson,Nature range fund thing.
825,1318,353,17,2025-03-31,Wrong item,Rejected,3698.17,Tanya Reed,What way skin.
826,243,228,92,2026-05-14,Damaged product,Rejected,897.1,Laura Martin,State garden security practice able yet.
827,878,152,33,2025-11-17,Damaged product,Pending,3686.1,Vanessa Thomas,Pretty feel child feeling.
828,733,286,27,2025-07-15,Damaged product,Rejected,3069.27,Mr. Steven Romero,Baby design discover religious simple other.
829,371,467,42,2025-04-16,Defective product,Pending,4570.06,Teresa Harrison,Should full catch under later yeah quite green.
830,1092,117,11,2025-02-23,Damaged product,Approved,680.02,Lori Herring,Which top parent alone according.
831,1285,126,51,2025-01-02,Wrong item,Pending,4713.6,Fred Allen Jr.,Bit production pick no machine success.
832,589,465,82,2026-07-09,Wrong item,Pending,2399.6,Maria Cline,Wear add meet once answer.
833,927,104,29,2026-06-27,Defective product,Rejected,1294.08,Amber Mendez,Themselves trial statement enough common we.
834,1442,107,68,2024-08-29,Wrong item,Approved,510.59,Ross Monroe,Life drive cold blood.
835,1119,232,40,2026-03-12,Damaged product,Approved,1870.53,Annette Harmon,Sing since cause drug challenge.
836,952,418,72,2024-09-09,Wrong item,Pending,2762.08,Phillip Johnston,Candidate wrong career author.
837,528,198,86,2026-06-06,Damaged product,Pending,4378.64,Justin Gallegos,Knowledge almost control PM usually stage lot.
838,453,355,70,2026-03-02,Damaged product,Rejected,4731.26,Christopher Nelson,General rich break treatment approach size concern listen.
839,111,493,49,2025-07-11,Damaged product,Pending,2590.63,Kimberly Juarez,Firm either however ball of party parent.
840,732,300,56,2026-07-02,Defective product,Rejected,1500.17,Sandra Hale,Open make tend.
841,1450,186,44,2025-02-20,Wrong item,Rejected,4315.94,Sean Robbins,Special whether wear hour wish determine purpose apply.
842,383,339,58,2026-04-12,Wrong item,Approved,2384.14,Patricia Rhodes,Network tonight conference style someone market.
843,1353,101,90,2024-10-17,Wrong item,Rejected,1866.37,David Jones,Forget help special health head cultural medical shoulder.
844,815,167,14,2026-03-02,Defective product,Pending,2387.82,Patricia Chan,After white sort do animal happy.
845,831,351,37,2025-12-27,Damaged product,Pending,1956.82,Tyler Callahan,Suddenly win boy dark from economic.
846,949,202,77,2024-12-27,Defective product,Approved,3811.91,Brooke Porter,Several value follow concern owner sister.
847,433,140,73,2026-03-07,Defective product,Rejected,3741.1,Larry Reese,Will lot recent entire attention.
848,450,20,13,2024-10-19,Customer changed mind,Pending,91.54,Rhonda Huang,Finish like huge authority top hour especially.
849,223,117,2,2025-03-22,Defective product,Pending,3851.17,Anthony Molina,Despite total make instead office book.
850,832,323,39,2026-04-20,Defective product,Pending,4729.92,Sheena Hernandez,Here form country apply a early.
851,1027,303,34,2026-08-09,Wrong item,Rejected,3879.54,William Hansen,Two quickly force issue scientist.
852,920,441,76,2025-06-16,Defective product,Approved,2365.04,Anna Foster,Do itself trade end catch fund.
853,763,481,94,2026-04-08,Customer changed mind,Rejected,3623.52,Michelle Williams,State your safe agree word cut information interesting.
854,373,20,59,2026-05-10,Damaged product,Rejected,1586.06,Monica Alvarez,Lay future hot radio just anyone situation.
855,813,182,8,2025-04-24,Wrong item,Pending,4168.89,Heather Simpson,Until pretty deep box stage.
856,1433,469,45,2025-04-20,Defective product,Pending,4371.6,Richard Collins,Range produce drug country.
857,106,138,11,2025-04-10,Damaged product,Pending,1557.35,Deborah Barber,Relationship leg fine ever collection.
858,1309,190,4,2025-07-21,Damaged product,Rejected,659.63,Barbara Walker,Central show its table.
859,260,225,73,2026-04-03,Wrong item,Approved,2067.49,Benjamin Fry,Store beautiful animal difficult positive.
860,168,327,87,2024-12-22,Customer changed mind,Pending,1464.16,Andre Stokes,Road traditional force stand.
861,1034,37,36,2025-10-04,Damaged product,Rejected,2554.28,Patricia Ho,Suggest catch listen better.
862,1250,362,81,2025-02-16,Customer changed mind,Approved,3435.91,Sharon Flores,List trial red network interest.
863,449,205,59,2025-05-19,Defective product,Pending,1805.56,Deborah Torres,Near add seven kitchen.
864,1313,2,46,2024-09-06,Customer changed mind,Approved,3028.06,Andrew Newton,Often religious attorney community near bring have.
865,682,425,54,2025-08-29,Damaged product,Rejected,4470.79,Kimberly Pineda,Raise everything risk value career discussion parent car.
866,1486,178,84,2025-08-25,Defective product,Pending,2157.33,Daniel Glover,Cause because develop country each safe manage.
867,28,202,70,2025-09-14,Damaged product,Pending,4707.3,Eric Hale,Board water and anyone another.
868,289,33,36,2025-05-16,Damaged product,Rejected,1159.93,Sharon Campbell,Century ball spend.
869,679,166,40,2025-11-05,Defective product,Rejected,2958.74,Shannon Taylor,Share able let reason.
870,536,473,47,2025-12-04,Defective product,Approved,1826.01,Katherine Hubbard,Price question left forget mention north side.
871,896,32,1,2025-09-20,Customer changed mind,Rejected,4748.67,Brett Floyd,Political name pretty close political.
872,477,8,13,2025-10-10,Customer changed mind,Approved,3163.96,Molly Anderson,Decide hear agent fight.
873,463,493,77,2025-02-15,Wrong item,Approved,4303.21,Cristian Walters,Ready democratic stage when production expect should.
874,271,368,12,2024-09-21,Wrong item,Rejected,3685.49,Nicholas Parker,Dark yourself writer matter include situation.
875,506,104,13,2025-03-26,Wrong item,Rejected,2647.52,Jessica Tran,Paper close international cell.
876,616,289,12,2025-07-26,Defective product,Pending,2105.56,James Maxwell,Too development sister wonder.
877,1188,397,3,2025-03-10,Damaged product,Pending,2358.86,Anna Jackson,Recent third laugh official.
878,774,421,5,2025-01-20,Defective product,Rejected,2394.72,Vernon Perry,Past own water those.
879,470,124,75,2026-06-25,Defective product,Pending,837.66,Christopher Brewer,Both tree person up us board yard.
880,172,331,48,2025-01-26,Customer changed mind,Approved,1533.32,Shelby Lopez,Week blood best eight day.
881,652,226,70,2025-01-22,Defective product,Rejected,627.1,Erin Zimmerman,Discover total body send agree interesting.
882,1361,494,23,2025-07-13,Customer changed mind,Pending,3144.84,James Hernandez,Situation perhaps food ahead kid attention.
883,229,370,53,2025-09-06,Wrong item,Approved,4261.39,Kathryn Vega,Ask son tell woman.
884,618,476,52,2025-11-04,Wrong item,Rejected,2662.27,Christopher Kelly,Mrs wait watch short writer best prove however.
885,430,309,5,2025-03-04,Wrong item,Pending,4419.81,Daniel Skinner,Century professor product fight kid.
886,1090,434,71,2025-10-25,Wrong item,Approved,4436.09,Amy Hughes,Record section character hold without you.
887,542,32,25,2025-06-12,Damaged product,Pending,642.24,Alison Martinez,Collection challenge ahead go consumer discussion myself.
888,416,80,82,2026-01-18,Customer changed mind,Rejected,4605.5,Brian Sheppard,Question kid road.
889,394,304,60,2026-06-26,Wrong item,Rejected,969.65,Michael Grant,Response skill natural green Congress product writer.
890,469,186,19,2025-07-28,Defective product,Rejected,502.43,Lance Wallace,Space audience stuff us under.
891,660,114,12,2026-02-08,Defective product,Pending,4081.77,Nicole Smith,Only new old senior real whom attack behavior.
892,992,426,14,2025-07-07,Wrong item,Pending,393.68,Ryan Walker,Act physical agent.
893,479,285,26,2025-04-05,Customer changed mind,Pending,4594.69,Jessica Smith,Middle thought table gas above Mrs myself.
894,167,460,67,2025-03-28,Wrong item,Approved,2614.25,Thomas Doyle,Us major listen your design out church finally.
895,1493,365,43,2026-02-15,Defective product,Approved,2444.12,Mrs. Kaitlyn Owens,Country together pretty still hope give.
896,1240,275,13,2026-05-19,Customer changed mind,Approved,4020.62,Bradley Hubbard,Identify interesting modern television involve media grow.
897,476,379,70,2025-06-15,Customer changed mind,Approved,320.22,Jason Potter,Enjoy ground yard very.
898,1331,384,61,2026-05-27,Wrong item,Pending,2418.79,Carrie Day,Large whether despite trade their leave.
899,1038,423,4,2024-08-27,Defective product,Pending,3061.55,Rachel Anderson,From through young.
900,554,307,83,2024-12-11,Damaged product,Pending,3973.77,Michael Pierce,Individual certain PM recognize.
901,1205,407,74,2026-03-11,Damaged product,Rejected,753.15,Mindy Murphy,Evidence thing east material rock stage eight.
902,1317,206,56,2024-08-31,Customer changed mind,Approved,3252.96,April Strickland,Smile building find fill bring adult.
903,417,348,93,2025-03-11,Damaged product,Pending,3330.48,Brooke Jones,Spring accept walk peace.
904,226,329,43,2025-12-28,Customer changed mind,Rejected,4653.53,Laura Day,Wait western spend learn another.
905,309,13,3,2025-10-26,Customer changed mind,Pending,1557.92,Juan Fitzgerald,Green case really big message sound all.
906,88,125,55,2025-02-20,Wrong item,Rejected,893.74,Jennifer Clark,Law head another pass.
907,697,210,58,2026-07-24,Customer changed mind,Pending,4503.16,Christopher Mills,Officer defense half least church.
908,1475,160,6,2025-12-27,Wrong item,Rejected,4282.83,Charles Norton,Its yes lot enjoy effort close hand.
909,1295,254,14,2025-03-07,Customer changed mind,Pending,1233.4,Crystal Foster,Treatment leader lose last.
910,1275,372,79,2026-06-23,Wrong item,Pending,207.27,Dale Moore,Final project read old somebody argue ask.
911,477,296,20,2025-02-16,Defective product,Approved,722.98,Lynn Nelson,About defense data performance interview democratic.
912,774,172,39,2024-09-15,Damaged product,Rejected,3416.88,Lisa Richard,Decade blood economy be thus story.
913,1146,181,55,2026-05-19,Damaged product,Approved,1239.91,Natalie Stewart,Blood choice yet security.
914,1448,242,65,2026-03-10,Damaged product,Pending,3546.55,Stephanie Craig,Many so need.
915,1302,254,63,2025-03-01,Wrong item,Approved,1731.16,Joshua Christensen,Trip medical hand name power.
916,172,410,27,2026-01-21,Wrong item,Pending,2474.61,Mikayla Ortiz,Lose minute better include.
917,938,28,82,2025-02-20,Damaged product,Rejected,1423.19,Bradley Rodriguez,For happen whether husband short these.
918,1291,461,35,2025-10-20,Damaged product,Approved,2302.99,Christopher Bautista,Factor various take perform no.
919,1138,101,44,2026-01-09,Wrong item,Approved,4291.67,Henry Montes,Some certain before upon.
920,433,128,96,2026-02-17,Damaged product,Approved,1138.88,Margaret Pearson,Take among sell law.
921,853,37,79,2024-12-26,Defective product,Pending,215.05,Carmen Gould,Compare condition its yes school.
922,1015,279,26,2025-05-24,Wrong item,Rejected,1907.0,Helen Cox,Red season all these too treat after.
923,809,260,22,2026-05-05,Damaged product,Approved,2128.23,Taylor Reyes,Newspaper member through wrong year likely side.
924,1286,456,30,2025-09-27,Wrong item,Rejected,3844.33,Michelle Robinson,Theory plant mind security culture.
925,1274,333,84,2024-09-05,Defective product,Approved,4400.29,Natalie Rodriguez,Prove partner American simply.
926,1353,319,15,2024-09-22,Wrong item,Pending,4990.32,Renee Fischer,Environmental end worry action significant receive message.
927,222,232,13,2025-07-03,Defective product,Approved,1878.16,Melvin Jensen,Suggest available season likely appear reality.
928,984,499,20,2025-06-03,Wrong item,Rejected,3299.13,Mike Miller,Wear main Congress about mother building door again.
929,298,292,12,2024-12-13,Damaged product,Rejected,1253.93,Kelly Wilson,Lawyer focus down.
930,798,457,63,2026-05-11,Wrong item,Pending,1773.19,Ashley Young,Kind perform important sure black investment better meeting.
931,515,177,68,2025-06-21,Defective product,Approved,4081.04,Darryl Raymond,Somebody anything but care today.
932,265,303,57,2025-06-21,Defective product,Rejected,1095.9,Andrew Flores,Clearly oil environmental firm call few.
933,1200,305,64,2025-11-08,Wrong item,Pending,3001.53,Heidi Mendoza,Who feeling people affect control.
934,929,355,25,2026-06-09,Wrong item,Rejected,3378.61,Frank Banks,Unit author movie anyone little once speech.
935,1375,457,85,2026-08-12,Wrong item,Rejected,3092.79,Tina Hale,History pretty world art both whose song.
936,706,371,22,2026-02-07,Damaged product,Approved,1341.48,Betty Levine,Even soon stuff resource building site after.
937,1099,4,75,2026-07-12,Defective product,Approved,3041.97,Miss Mary Gonzalez,Experience you owner.
938,698,27,19,2025-12-11,Damaged product,Rejected,2819.55,Kayla Kelly,Institution sport during sing tax trade.
939,1460,492,52,2025-11-26,Customer changed mind,Rejected,3531.44,John Jones,Want professor force whose court growth.
940,1328,44,90,2025-06-11,Wrong item,Approved,2278.34,Gregory Santana,Truth drive east number safe.
941,367,286,60,2025-01-23,Defective product,Pending,2128.58,Regina Weiss,Return decade camera however change Mr environmental.
942,993,483,21,2025-01-25,Customer changed mind,Approved,4359.67,Alexis Anderson,Star probably knowledge term weight.
943,962,70,39,2026-01-18,Wrong item,Pending,2227.08,Andrea Braun,Wife get boy fact.
944,823,142,85,2026-03-13,Damaged product,Rejected,3288.59,Adam Montgomery,Century sea seat most environmental front whole.
945,600,315,41,2026-06-12,Wrong item,Pending,1560.51,Jesse Sutton,Major total foot phone almost compare.
946,918,453,9,2024-12-23,Wrong item,Rejected,105.53,Crystal Huerta,Today cold charge lead crime common.
947,147,441,43,2026-01-07,Damaged product,Pending,3847.1,Colleen Tucker,Sure look impact avoid stock feeling attack.
948,1285,252,84,2025-11-11,Wrong item,Approved,3393.57,Nathan Gonzalez,Community plant guy before center message forget.
949,1358,406,26,2024-12-25,Defective product,Rejected,1079.97,Jesse Anderson,Region here station here born some land.
950,931,257,41,2025-10-08,Damaged product,Pending,2427.76,Debra Beasley,Respond western water whether hold still effort.
951,1378,401,30,2026-01-07,Customer changed mind,Rejected,995.06,Danny Middleton,Sing impact himself protect.
952,1483,189,10,2025-02-19,Customer changed mind,Rejected,4847.13,Charles Hanson,Painting message name.
953,1213,403,78,2024-11-26,Damaged product,Approved,1315.44,Alexa Smith,Leave public campaign former.
954,777,258,61,2024-10-22,Customer changed mind,Rejected,1383.56,Natalie Jones,Then music herself suddenly if party land majority.
955,227,237,28,2025-09-17,Wrong item,Approved,3936.67,Rodney Fox,Ability make degree local simple.
956,39,150,42,2025-06-24,Wrong item,Pending,804.11,Danielle Frederick,Company time one tough source.
957,591,174,7,2026-02-16,Damaged product,Pending,2242.37,Jonathan Williamson,Seek later town kid area result.
958,1485,182,91,2025-10-31,Damaged product,Approved,72.69,Kimberly Odonnell,Within her quite rock kid our five.
959,1144,224,42,2025-12-23,Damaged product,Rejected,3736.35,Kathy Clark,Against new bank include maintain popular much.
960,58,418,32,2026-05-01,Customer changed mind,Pending,3369.25,Vanessa Stevens,Eat exactly feel yard any himself.
961,257,284,15,2024-10-13,Wrong item,Rejected,3208.16,Samuel Sullivan,Their turn citizen once exactly opportunity fire.
962,608,167,83,2025-04-23,Damaged product,Pending,1567.25,David Park,Be drop shoulder her may.
963,1160,393,79,2026-05-15,Defective product,Approved,1119.67,Amy Patterson,Visit state experience amount.
964,1128,191,16,2025-05-31,Wrong item,Approved,4963.0,Joseph Wade,Worker training source clearly capital.
965,569,150,89,2025-01-31,Damaged product,Pending,2501.08,Deanna Costa,Produce analysis goal than pay institution yet.
966,138,245,61,2026-03-30,Defective product,Rejected,1637.73,Anna Garza,Like tough couple a action sing second.
967,826,409,4,2024-08-27,Wrong item,Pending,4532.78,Eric Hess,Specific respond but.
968,346,36,100,2024-09-02,Customer changed mind,Pending,4315.0,Mr. Robert Gomez DDS,Across poor strategy thought cultural.
969,944,30,1,2026-08-06,Defective product,Approved,4424.88,Andrew Johnson,Blue church cell.
970,885,242,85,2026-08-04,Wrong item,Pending,4697.19,Nathan Burton,Consider partner skill cost house stop half.
971,309,40,58,2024-11-01,Damaged product,Rejected,1215.29,Tim Morgan,Yet mother easy bank.
972,104,35,93,2024-11-12,Defective product,Rejected,1146.68,Mary Stevens,Black large material meet.
973,666,369,68,2026-02-13,Damaged product,Approved,280.78,Joseph Aguilar,Billion catch action.
974,533,101,54,2025-04-11,Defective product,Approved,4790.39,Joshua Anderson,Six choose dark too view exist eye.
975,1137,14,96,2025-06-06,Customer changed mind,Rejected,2400.86,David Ferguson MD,Young if various newspaper second case.
976,60,462,80,2025-11-18,Wrong item,Rejected,2764.26,Ashley Velez,Six stand reason performance inside.
977,1401,16,19,2025-08-26,Damaged product,Pending,1124.62,Richard Bell,Series short draw five.
978,1474,494,58,2025-01-29,Defective product,Approved,4812.83,Charles Dyer,Keep region themselves capital mind foot less participant.
979,869,300,91,2024-11-28,Damaged product,Rejected,406.39,Eric Gross,After hot according.
980,1341,420,91,2025-06-02,Defective product,Pending,2834.15,Troy Fritz,Nothing improve water test fast.
981,852,239,56,2026-07-22,Damaged product,Approved,2887.44,Jonathan Jordan,Purpose factor down success back production.
982,194,372,25,2025-08-20,Customer changed mind,Rejected,851.27,Todd Hamilton,War marriage tree when understand.
983,84,426,35,2026-03-22,Customer changed mind,Approved,810.91,Cassandra Buckley,Rather beautiful hear hard.
984,1161,201,63,2025-07-23,Customer changed mind,Rejected,4255.94,Grace Porter,Sort parent ball building of nation.
985,623,254,93,2025-04-30,Defective product,Rejected,4831.28,Douglas Moore,Full dinner clearly morning feeling method.
986,814,339,25,2026-02-15,Defective product,Pending,1557.77,Mitchell Johnson,View poor project yes.
987,498,142,80,2025-12-10,Wrong item,Pending,447.89,Jeffrey Montoya,Hit pick list experience.
988,1327,253,21,2026-04-02,Customer changed mind,Pending,3016.8,Cathy Farley,Least ask vote moment certainly free.
989,435,161,29,2026-06-06,Damaged product,Rejected,3123.91,Renee Baxter,Glass whether enough consider.
990,579,435,86,2024-10-04,Damaged product,Pending,4992.77,Dennis Schwartz,Keep which relationship already.
991,812,469,75,2025-05-26,Wrong item,Rejected,1490.13,Joseph Riley,Fight religious strong another.
992,254,299,73,2024-09-26,Defective product,Rejected,1190.44,Dr. Terry Jenkins DDS,Item no media type must.
993,639,465,22,2026-03-02,Customer changed mind,Approved,879.28,Jasmine Morrow,Traditional throughout election season.
994,1162,48,45,2026-04-11,Wrong item,Approved,4163.89,Jessica Rios,Mission family friend you.
995,1361,254,89,2025-05-01,Wrong item,Approved,2643.34,Victor Gutierrez,Consider face bit.
996,151,290,15,2025-09-07,Customer changed mind,Pending,3816.49,Thomas Wright,Speech new of four act raise such.
997,62,317,43,2025-08-21,Customer changed mind,Approved,939.93,Gabriel Brown,Effect miss break minute mother color under.
998,124,382,100,2024-08-30,Wrong item,Pending,2315.01,Jessica Walton,Theory under seek police listen once more election.
999,1415,467,99,2025-06-29,Damaged product,Pending,1763.06,Christine Dixon,Often find attack type base store I.
1000,1394,223,95,2025-07-20,Wrong item,Approved,1244.82,Stephanie Brady,Prepare anyone bank yourself us.
